student_id,name,email,course_id,course_name,attempt_id,attempt_timestamp,score,max_score,grade,topic_tags
S004,Pranay Buch,pranay.buch@example.com,C104,Database Systems,3,2025-02-05,94,100,A,"sql,normalization"
S004,Pranay Buch,pranay.buch@example.com,C105,Computer Networks,1,2025-02-12,40,100,C,"tcp,ip,routing"
S004,Pranay Buch,pranay.buch@example.com,C105,Computer Networks,2,2025-09-24,30,100,F,"tcp,ip,routing"
S004,Pranay Buch,pranay.buch@example.com,C105,Computer Networks,3,2025-08-03,34,100,F,"tcp,ip,routing"
S005,Jivin Gokhale,jivin.gokhale@example.com,C101,Python Basics,1,2025-08-18,28,100,F,"syntax,loops"
S005,Jivin Gokhale,jivin.gokhale@example.com,C101,Python Basics,2,2025-06-20,26,100,F,"syntax,loops"
S005,Jivin Gokhale,jivin.gokhale@example.com,C102,Data Science,1,2025-03-26,75,100,B,"numpy,pandas"
S005,Jivin Gokhale,jivin.gokhale@example.com,C102,Data Science,2,2025-09-15,78,100,B,"numpy,pandas"
S005,Jivin Gokhale,jivin.gokhale@example.com,C103,Machine Learning,1,2025-04-02,66,100,B,"regression,classification"
S005,Jivin Gokhale,jivin.gokhale@example.com,C103,Machine Learning,2,2025-07-25,83,100,A,"regression,classification"
S005,Jivin Gokhale,jivin.gokhale@example.com,C104,Database Systems,1,2025-02-01,36,100,F,"sql,normalization"
S005,Jivin Gokhale,jivin.gokhale@example.com,C104,Database Systems,2,2025-03-28,49,100,C,"sql,normalization"
S005,Jivin Gokhale,jivin.gokhale@example.com,C104,Database Systems,3,2025-06-01,55,100,C,"sql,normalization"
S005,Jivin Gokhale,jivin.gokhale@example.com,C105,Computer Networks,1,2025-05-21,54,100,C,"tcp,ip,routing"
S005,Jivin Gokhale,jivin.gokhale@example.com,C105,Computer Networks,2,2025-03-23,67,100,B,"tcp,ip,routing"
S006,Farhan Cheema,farhan.cheema@example.com,C101,Python Basics,1,2025-04-09,70,100,B,"syntax,loops"
S006,Farhan Cheema,farhan.cheema@example.com,C102,Data Science,1,2025-02-16,43,100,C,"numpy,pandas"
S006,Farhan Cheema,farhan.cheema@example.com,C103,Machine Learning,1,2025-05-15,44,100,C,"regression,classification"
S006,Farhan Cheema,farhan.cheema@example.com,C103,Machine Learning,2,2025-03-07,59,100,C,"regression,classification"
S006,Farhan Cheema,farhan.cheema@example.com,C103,Machine Learning,3,2025-04-19,52,100,C,"regression,classification"
S006,Farhan Cheema,farhan.cheema@example.com,C104,Database Systems,1,2025-09-12,30,100,F,"sql,normalization"
S006,Farhan Cheema,farhan.cheema@example.com,C105,Computer Networks,1,2025-03-24,56,100,C,"tcp,ip,routing"
S007,Rania Ravi,rania.ravi@example.com,C101,Python Basics,1,2025-03-17,62,100,B,"syntax,loops"
S007,Rania Ravi,rania.ravi@example.com,C102,Data Science,1,2025-05-23,93,100,A,"numpy,pandas"
S007,Rania Ravi,rania.ravi@example.com,C102,Data Science,2,2025-05-08,85,100,A,"numpy,pandas"
S007,Rania Ravi,rania.ravi@example.com,C102,Data Science,3,2025-06-10,79,100,B,"numpy,pandas"
S007,Rania Ravi,rania.ravi@example.com,C103,Machine Learning,1,2025-01-24,95,100,A,"regression,classification"
S007,Rania Ravi,rania.ravi@example.com,C103,Machine Learning,2,2025-06-17,91,100,A,"regression,classification"
S007,Rania Ravi,rania.ravi@example.com,C103,Machine Learning,3,2025-03-05,87,100,A,"regression,classification"
S007,Rania Ravi,rania.ravi@example.com,C104,Database Systems,1,2025-08-25,34,100,F,"sql,normalization"
S007,Rania Ravi,rania.ravi@example.com,C104,Database Systems,2,2025-04-13,35,100,F,"sql,normalization"
S007,Rania Ravi,rania.ravi@example.com,C105,Computer Networks,1,2025-01-01,67,100,B,"tcp,ip,routing"
S007,Rania Ravi,rania.ravi@example.com,C105,Computer Networks,2,2025-01-13,64,100,B,"tcp,ip,routing"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C101,Python Basics,1,2025-02-02,77,100,B,"syntax,loops"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C101,Python Basics,2,2025-02-19,84,100,A,"syntax,loops"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C101,Python Basics,3,2025-07-04,100,100,A,"syntax,loops"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C102,Data Science,1,2025-07-21,50,100,C,"numpy,pandas"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C103,Machine Learning,1,2025-03-26,22,100,F,"regression,classification"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C103,Machine Learning,2,2025-03-20,15,100,F,"regression,classification"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C103,Machine Learning,3,2025-01-16,23,100,F,"regression,classification"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C104,Database Systems,1,2025-05-03,40,100,C,"sql,normalization"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C104,Database Systems,2,2025-07-21,42,100,C,"sql,normalization"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C104,Database Systems,3,2025-03-02,41,100,C,"sql,normalization"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C105,Computer Networks,1,2025-02-10,40,100,C,"tcp,ip,routing"
S008,Dharmajan Gokhale,dharmajan.gokhale@example.com,C105,Computer Networks,2,2025-07-28,33,100,F,"tcp,ip,routing"
S009,Aaina Ram,aaina.ram@example.com,C101,Python Basics,1,2025-04-01,68,100,B,"syntax,loops"
S009,Aaina Ram,aaina.ram@example.com,C101,Python Basics,2,2025-07-07,77,100,B,"syntax,loops"
S009,Aaina Ram,aaina.ram@example.com,C101,Python Basics,3,2025-08-18,86,100,A,"syntax,loops"
S009,Aaina Ram,aaina.ram@example.com,C102,Data Science,1,2025-09-20,44,100,C,"numpy,pandas"
S009,Aaina Ram,aaina.ram@example.com,C103,Machine Learning,1,2025-08-20,69,100,B,"regression,classification"
S009,Aaina Ram,aaina.ram@example.com,C104,Database Systems,1,2025-05-27,31,100,F,"sql,normalization"
S009,Aaina Ram,aaina.ram@example.com,C104,Database Systems,2,2025-05-06,50,100,C,"sql,normalization"
S009,Aaina Ram,aaina.ram@example.com,C105,Computer Networks,1,2025-09-17,93,100,A,"tcp,ip,routing"
S010,Shaan Ray,shaan.ray@example.com,C101,Python Basics,1,2025-05-10,73,100,B,"syntax,loops"
S010,Shaan Ray,shaan.ray@example.com,C101,Python Basics,2,2025-01-23,70,100,B,"syntax,loops"
S010,Shaan Ray,shaan.ray@example.com,C102,Data Science,1,2025-01-03,47,100,C,"numpy,pandas"
S010,Shaan Ray,shaan.ray@example.com,C103,Machine Learning,1,2025-01-27,23,100,F,"regression,classification"
S010,Shaan Ray,shaan.ray@example.com,C103,Machine Learning,2,2025-04-03,42,100,C,"regression,classification"
S010,Shaan Ray,shaan.ray@example.com,C103,Machine Learning,3,2025-07-14,41,100,C,"regression,classification"
S010,Shaan Ray,shaan.ray@example.com,C104,Database Systems,1,2025-03-06,83,100,A,"sql,normalization"
S010,Shaan Ray,shaan.ray@example.com,C104,Database Systems,2,2025-03-21,90,100,A,"sql,normalization"
S010,Shaan Ray,shaan.ray@example.com,C105,Computer Networks,1,2025-04-18,60,100,B,"tcp,ip,routing"
S010,Shaan Ray,shaan.ray@example.com,C105,Computer Networks,2,2025-08-10,78,100,B,"tcp,ip,routing"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C101,Python Basics,1,2025-06-10,55,100,C,"syntax,loops"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C102,Data Science,1,2025-06-18,24,100,F,"numpy,pandas"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C102,Data Science,2,2025-06-24,14,100,F,"numpy,pandas"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C102,Data Science,3,2025-01-26,6,100,F,"numpy,pandas"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C103,Machine Learning,1,2025-09-03,33,100,F,"regression,classification"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C103,Machine Learning,2,2025-03-11,27,100,F,"regression,classification"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C104,Database Systems,1,2025-08-10,84,100,A,"sql,normalization"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C104,Database Systems,2,2025-07-13,78,100,B,"sql,normalization"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C104,Database Systems,3,2025-06-12,98,100,A,"sql,normalization"
S011,Yuvraj  Lala,yuvraj..lala@example.com,C105,Computer Networks,1,2025-05-14,26,100,F,"tcp,ip,routing"
S012,Kiaan Roy,kiaan.roy@example.com,C101,Python Basics,1,2025-09-22,95,100,A,"syntax,loops"
S012,Kiaan Roy,kiaan.roy@example.com,C102,Data Science,1,2025-09-12,80,100,A,"numpy,pandas"
S012,Kiaan Roy,kiaan.roy@example.com,C102,Data Science,2,2025-08-04,96,100,A,"numpy,pandas"
S012,Kiaan Roy,kiaan.roy@example.com,C102,Data Science,3,2025-04-13,100,100,A,"numpy,pandas"
S012,Kiaan Roy,kiaan.roy@example.com,C103,Machine Learning,1,2025-09-19,82,100,A,"regression,classification"
S012,Kiaan Roy,kiaan.roy@example.com,C104,Database Systems,1,2025-03-28,60,100,B,"sql,normalization"
S012,Kiaan Roy,kiaan.roy@example.com,C105,Computer Networks,1,2025-07-04,79,100,B,"tcp,ip,routing"
S013,Badal Shanker,badal.shanker@example.com,C101,Python Basics,1,2025-03-02,71,100,B,"syntax,loops"
S013,Badal Shanker,badal.shanker@example.com,C102,Data Science,1,2025-04-27,23,100,F,"numpy,pandas"
S013,Badal Shanker,badal.shanker@example.com,C103,Machine Learning,1,2025-02-01,71,100,B,"regression,classification"
S013,Badal Shanker,badal.shanker@example.com,C103,Machine Learning,2,2025-09-01,70,100,B,"regression,classification"
S013,Badal Shanker,badal.shanker@example.com,C103,Machine Learning,3,2025-06-12,62,100,B,"regression,classification"
S013,Badal Shanker,badal.shanker@example.com,C104,Database Systems,1,2025-09-18,53,100,C,"sql,normalization"
S013,Badal Shanker,badal.shanker@example.com,C104,Database Systems,2,2025-07-07,46,100,C,"sql,normalization"
S013,Badal Shanker,badal.shanker@example.com,C104,Database Systems,3,2025-01-13,41,100,C,"sql,normalization"
S013,Badal Shanker,badal.shanker@example.com,C105,Computer Networks,1,2025-05-24,51,100,C,"tcp,ip,routing"
S013,Badal Shanker,badal.shanker@example.com,C105,Computer Networks,2,2025-06-23,51,100,C,"tcp,ip,routing"
S014,Seher Acharya,seher.acharya@example.com,C101,Python Basics,1,2025-03-22,70,100,B,"syntax,loops"
S014,Seher Acharya,seher.acharya@example.com,C101,Python Basics,2,2025-03-03,73,100,B,"syntax,loops"
S014,Seher Acharya,seher.acharya@example.com,C101,Python Basics,3,2025-09-27,90,100,A,"syntax,loops"
S014,Seher Acharya,seher.acharya@example.com,C102,Data Science,1,2025-08-09,95,100,A,"numpy,pandas"
S014,Seher Acharya,seher.acharya@example.com,C102,Data Science,2,2025-03-26,93,100,A,"numpy,pandas"
S014,Seher Acharya,seher.acharya@example.com,C102,Data Science,3,2025-03-03,83,100,A,"numpy,pandas"
S014,Seher Acharya,seher.acharya@example.com,C103,Machine Learning,1,2025-04-26,45,100,C,"regression,classification"
S014,Seher Acharya,seher.acharya@example.com,C103,Machine Learning,2,2025-02-24,45,100,C,"regression,classification"
S014,Seher Acharya,seher.acharya@example.com,C103,Machine Learning,3,2025-05-12,38,100,F,"regression,classification"
S014,Seher Acharya,seher.acharya@example.com,C104,Database Systems,1,2025-07-13,41,100,C,"sql,normalization"
S014,Seher Acharya,seher.acharya@example.com,C105,Computer Networks,1,2025-06-19,67,100,B,"tcp,ip,routing"
S014,Seher Acharya,seher.acharya@example.com,C105,Computer Networks,2,2025-07-16,66,100,B,"tcp,ip,routing"
S014,Seher Acharya,seher.acharya@example.com,C105,Computer Networks,3,2025-04-24,66,100,B,"tcp,ip,routing"
S015,Himmat Chandra,himmat.chandra@example.com,C101,Python Basics,1,2025-04-02,66,100,B,"syntax,loops"
S015,Himmat Chandra,himmat.chandra@example.com,C102,Data Science,1,2025-08-25,35,100,F,"numpy,pandas"
S015,Himmat Chandra,himmat.chandra@example.com,C102,Data Science,2,2025-03-07,45,100,C,"numpy,pandas"
S015,Himmat Chandra,himmat.chandra@example.com,C102,Data Science,3,2025-09-06,46,100,C,"numpy,pandas"
S015,Himmat Chandra,himmat.chandra@example.com,C103,Machine Learning,1,2025-09-13,62,100,B,"regression,classification"
S015,Himmat Chandra,himmat.chandra@example.com,C104,Database Systems,1,2025-06-05,45,100,C,"sql,normalization"
S015,Himmat Chandra,himmat.chandra@example.com,C104,Database Systems,2,2025-06-04,58,100,C,"sql,normalization"
S015,Himmat Chandra,himmat.chandra@example.com,C104,Database Systems,3,2025-07-04,57,100,C,"sql,normalization"
S015,Himmat Chandra,himmat.chandra@example.com,C105,Computer Networks,1,2025-09-09,93,100,A,"tcp,ip,routing"
S016,Zaina Wali,zaina.wali@example.com,C101,Python Basics,1,2025-08-11,67,100,B,"syntax,loops"
S016,Zaina Wali,zaina.wali@example.com,C101,Python Basics,2,2025-06-11,59,100,C,"syntax,loops"
S016,Zaina Wali,zaina.wali@example.com,C102,Data Science,1,2025-02-01,90,100,A,"numpy,pandas"
S016,Zaina Wali,zaina.wali@example.com,C102,Data Science,2,2025-02-05,100,100,A,"numpy,pandas"
S016,Zaina Wali,zaina.wali@example.com,C102,Data Science,3,2025-07-09,100,100,A,"numpy,pandas"
S016,Zaina Wali,zaina.wali@example.com,C103,Machine Learning,1,2025-02-12,59,100,C,"regression,classification"
S016,Zaina Wali,zaina.wali@example.com,C104,Database Systems,1,2025-03-03,88,100,A,"sql,normalization"
S016,Zaina Wali,zaina.wali@example.com,C105,Computer Networks,1,2025-06-28,77,100,B,"tcp,ip,routing"
S016,Zaina Wali,zaina.wali@example.com,C105,Computer Networks,2,2025-03-05,74,100,B,"tcp,ip,routing"
S016,Zaina Wali,zaina.wali@example.com,C105,Computer Networks,3,2025-04-03,73,100,B,"tcp,ip,routing"
S017,Sara Dash,sara.dash@example.com,C101,Python Basics,1,2025-02-26,87,100,A,"syntax,loops"
S017,Sara Dash,sara.dash@example.com,C102,Data Science,1,2025-03-25,22,100,F,"numpy,pandas"
S017,Sara Dash,sara.dash@example.com,C103,Machine Learning,1,2025-06-26,95,100,A,"regression,classification"
S017,Sara Dash,sara.dash@example.com,C103,Machine Learning,2,2025-03-10,100,100,A,"regression,classification"
S017,Sara Dash,sara.dash@example.com,C104,Database Systems,1,2025-07-13,34,100,F,"sql,normalization"
S017,Sara Dash,sara.dash@example.com,C104,Database Systems,2,2025-07-01,26,100,F,"sql,normalization"
S017,Sara Dash,sara.dash@example.com,C105,Computer Networks,1,2025-03-13,91,100,A,"tcp,ip,routing"
S017,Sara Dash,sara.dash@example.com,C105,Computer Networks,2,2025-06-23,98,100,A,"tcp,ip,routing"
S018,Aarna Baral,aarna.baral@example.com,C101,Python Basics,1,2025-08-06,30,100,F,"syntax,loops"
S018,Aarna Baral,aarna.baral@example.com,C101,Python Basics,2,2025-04-07,21,100,F,"syntax,loops"
S018,Aarna Baral,aarna.baral@example.com,C101,Python Basics,3,2025-01-03,23,100,F,"syntax,loops"
S018,Aarna Baral,aarna.baral@example.com,C102,Data Science,1,2025-04-20,62,100,B,"numpy,pandas"
S018,Aarna Baral,aarna.baral@example.com,C103,Machine Learning,1,2025-07-24,76,100,B,"regression,classification"
S018,Aarna Baral,aarna.baral@example.com,C104,Database Systems,1,2025-01-10,58,100,C,"sql,normalization"
S018,Aarna Baral,aarna.baral@example.com,C104,Database Systems,2,2025-02-23,54,100,C,"sql,normalization"
S018,Aarna Baral,aarna.baral@example.com,C104,Database Systems,3,2025-04-19,46,100,C,"sql,normalization"
S018,Aarna Baral,aarna.baral@example.com,C105,Computer Networks,1,2025-04-04,93,100,A,"tcp,ip,routing"
S019,Myra Sura,myra.sura@example.com,C101,Python Basics,1,2025-07-01,44,100,C,"syntax,loops"
S019,Myra Sura,myra.sura@example.com,C101,Python Basics,2,2025-05-15,43,100,C,"syntax,loops"
S019,Myra Sura,myra.sura@example.com,C102,Data Science,1,2025-06-04,78,100,B,"numpy,pandas"
S019,Myra Sura,myra.sura@example.com,C102,Data Science,2,2025-08-08,91,100,A,"numpy,pandas"
S019,Myra Sura,myra.sura@example.com,C102,Data Science,3,2025-04-11,100,100,A,"numpy,pandas"
S019,Myra Sura,myra.sura@example.com,C103,Machine Learning,1,2025-07-20,85,100,A,"regression,classification"
S019,Myra Sura,myra.sura@example.com,C103,Machine Learning,2,2025-07-06,100,100,A,"regression,classification"
S019,Myra Sura,myra.sura@example.com,C104,Database Systems,1,2025-08-19,80,100,A,"sql,normalization"
S019,Myra Sura,myra.sura@example.com,C104,Database Systems,2,2025-04-20,79,100,B,"sql,normalization"
S019,Myra Sura,myra.sura@example.com,C105,Computer Networks,1,2025-08-17,78,100,B,"tcp,ip,routing"
S019,Myra Sura,myra.sura@example.com,C105,Computer Networks,2,2025-01-01,75,100,B,"tcp,ip,routing"
S019,Myra Sura,myra.sura@example.com,C105,Computer Networks,3,2025-06-19,89,100,A,"tcp,ip,routing"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C101,Python Basics,1,2025-09-07,25,100,F,"syntax,loops"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C101,Python Basics,2,2025-07-02,44,100,C,"syntax,loops"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C102,Data Science,1,2025-06-18,80,100,A,"numpy,pandas"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C102,Data Science,2,2025-01-19,92,100,A,"numpy,pandas"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C102,Data Science,3,2025-01-07,87,100,A,"numpy,pandas"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C103,Machine Learning,1,2025-03-18,75,100,B,"regression,classification"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C103,Machine Learning,2,2025-04-15,71,100,B,"regression,classification"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C103,Machine Learning,3,2025-08-15,76,100,B,"regression,classification"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C104,Database Systems,1,2025-09-05,26,100,F,"sql,normalization"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C105,Computer Networks,1,2025-09-26,43,100,C,"tcp,ip,routing"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C105,Computer Networks,2,2025-07-21,58,100,C,"tcp,ip,routing"
S020,Yashvi Chakrabarti,yashvi.chakrabarti@example.com,C105,Computer Networks,3,2025-08-20,55,100,C,"tcp,ip,routing"
S021,Shayak Khanna,shayak.khanna@example.com,C101,Python Basics,1,2025-05-12,55,100,C,"syntax,loops"
S021,Shayak Khanna,shayak.khanna@example.com,C101,Python Basics,2,2025-02-14,70,100,B,"syntax,loops"
S021,Shayak Khanna,shayak.khanna@example.com,C101,Python Basics,3,2025-06-19,81,100,A,"syntax,loops"
S021,Shayak Khanna,shayak.khanna@example.com,C102,Data Science,1,2025-08-01,78,100,B,"numpy,pandas"
S021,Shayak Khanna,shayak.khanna@example.com,C102,Data Science,2,2025-05-21,88,100,A,"numpy,pandas"
S021,Shayak Khanna,shayak.khanna@example.com,C103,Machine Learning,1,2025-08-11,83,100,A,"regression,classification"
S021,Shayak Khanna,shayak.khanna@example.com,C103,Machine Learning,2,2025-03-22,73,100,B,"regression,classification"
S021,Shayak Khanna,shayak.khanna@example.com,C103,Machine Learning,3,2025-02-05,80,100,A,"regression,classification"
S021,Shayak Khanna,shayak.khanna@example.com,C104,Database Systems,1,2025-09-11,59,100,C,"sql,normalization"
S021,Shayak Khanna,shayak.khanna@example.com,C104,Database Systems,2,2025-07-10,70,100,B,"sql,normalization"
S021,Shayak Khanna,shayak.khanna@example.com,C105,Computer Networks,1,2025-08-08,46,100,C,"tcp,ip,routing"
S021,Shayak Khanna,shayak.khanna@example.com,C105,Computer Networks,2,2025-04-19,45,100,C,"tcp,ip,routing"
S021,Shayak Khanna,shayak.khanna@example.com,C105,Computer Networks,3,2025-08-20,56,100,C,"tcp,ip,routing"
S022,Anvi Karnik,anvi.karnik@example.com,C101,Python Basics,1,2025-05-14,43,100,C,"syntax,loops"
S022,Anvi Karnik,anvi.karnik@example.com,C101,Python Basics,2,2025-06-16,34,100,F,"syntax,loops"
S022,Anvi Karnik,anvi.karnik@example.com,C102,Data Science,1,2025-05-20,46,100,C,"numpy,pandas"
S022,Anvi Karnik,anvi.karnik@example.com,C102,Data Science,2,2025-04-12,54,100,C,"numpy,pandas"
S022,Anvi Karnik,anvi.karnik@example.com,C103,Machine Learning,1,2025-05-17,38,100,F,"regression,classification"
S022,Anvi Karnik,anvi.karnik@example.com,C103,Machine Learning,2,2025-01-01,46,100,C,"regression,classification"
S022,Anvi Karnik,anvi.karnik@example.com,C104,Database Systems,1,2025-04-26,64,100,B,"sql,normalization"
S022,Anvi Karnik,anvi.karnik@example.com,C104,Database Systems,2,2025-03-02,72,100,B,"sql,normalization"
S022,Anvi Karnik,anvi.karnik@example.com,C105,Computer Networks,1,2025-04-13,23,100,F,"tcp,ip,routing"
S023,Miraan Gola,miraan.gola@example.com,C101,Python Basics,1,2025-06-23,74,100,B,"syntax,loops"
S023,Miraan Gola,miraan.gola@example.com,C101,Python Basics,2,2025-08-21,70,100,B,"syntax,loops"
S023,Miraan Gola,miraan.gola@example.com,C102,Data Science,1,2025-06-24,36,100,F,"numpy,pandas"
S023,Miraan Gola,miraan.gola@example.com,C102,Data Science,2,2025-06-09,53,100,C,"numpy,pandas"
S023,Miraan Gola,miraan.gola@example.com,C102,Data Science,3,2025-07-11,54,100,C,"numpy,pandas"
S023,Miraan Gola,miraan.gola@example.com,C103,Machine Learning,1,2025-07-02,79,100,B,"regression,classification"
S023,Miraan Gola,miraan.gola@example.com,C104,Database Systems,1,2025-01-13,35,100,F,"sql,normalization"
S023,Miraan Gola,miraan.gola@example.com,C105,Computer Networks,1,2025-02-26,94,100,A,"tcp,ip,routing"
S023,Miraan Gola,miraan.gola@example.com,C105,Computer Networks,2,2025-09-22,100,100,A,"tcp,ip,routing"
S024,Abram Sagar,abram.sagar@example.com,C101,Python Basics,1,2025-05-01,43,100,C,"syntax,loops"
S024,Abram Sagar,abram.sagar@example.com,C102,Data Science,1,2025-03-02,74,100,B,"numpy,pandas"
S024,Abram Sagar,abram.sagar@example.com,C103,Machine Learning,1,2025-07-27,63,100,B,"regression,classification"
S024,Abram Sagar,abram.sagar@example.com,C103,Machine Learning,2,2025-08-27,62,100,B,"regression,classification"
S024,Abram Sagar,abram.sagar@example.com,C104,Database Systems,1,2025-02-12,76,100,B,"sql,normalization"
S024,Abram Sagar,abram.sagar@example.com,C104,Database Systems,2,2025-01-16,89,100,A,"sql,normalization"
S024,Abram Sagar,abram.sagar@example.com,C105,Computer Networks,1,2025-05-19,59,100,C,"tcp,ip,routing"
S025,Rohan Karnik,rohan.karnik@example.com,C101,Python Basics,1,2025-02-21,45,100,C,"syntax,loops"
S025,Rohan Karnik,rohan.karnik@example.com,C101,Python Basics,2,2025-05-26,35,100,F,"syntax,loops"
S025,Rohan Karnik,rohan.karnik@example.com,C102,Data Science,1,2025-02-11,41,100,C,"numpy,pandas"
S025,Rohan Karnik,rohan.karnik@example.com,C102,Data Science,2,2025-01-14,59,100,C,"numpy,pandas"
S025,Rohan Karnik,rohan.karnik@example.com,C103,Machine Learning,1,2025-01-17,58,100,C,"regression,classification"
S025,Rohan Karnik,rohan.karnik@example.com,C103,Machine Learning,2,2025-06-05,75,100,B,"regression,classification"
