student_id,email,name,course_name,best_score,average_score,attempts,feedback,topic_tags,performance,recommended_action
S003,shaan.karnik@example.com,Shaan Karnik,Computer Networks,95,93.0,2,"📘 Feedback Report for Shaan Karnik (S003):

In *C101 - Python Basics*, your performance needs attention (latest score 43). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 45). We recommend practicing more on topics: numpy,pandas. You improved by -12 marks (-12.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 61), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 95). Great job! You improved by +4 marks (+4.0%) over 2 attempts.","tcp,ip,routing",High,Mentorship Program (Become a Mentor)
S003,shaan.karnik@example.com,Shaan Karnik,Data Science,57,51.0,3,"📘 Feedback Report for Shaan Karnik (S003):

In *C101 - Python Basics*, your performance needs attention (latest score 43). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 45). We recommend practicing more on topics: numpy,pandas. You improved by -12 marks (-12.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 61), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 95). Great job! You improved by +4 marks (+4.0%) over 2 attempts.","numpy,pandas",Poor,Remedial: Data Science Refresher
S003,shaan.karnik@example.com,Shaan Karnik,Database Systems,61,61.0,1,"📘 Feedback Report for Shaan Karnik (S003):

In *C101 - Python Basics*, your performance needs attention (latest score 43). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 45). We recommend practicing more on topics: numpy,pandas. You improved by -12 marks (-12.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 61), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 95). Great job! You improved by +4 marks (+4.0%) over 2 attempts.","sql,normalization",Medium,Advanced: Database Systems Plus
S003,shaan.karnik@example.com,Shaan Karnik,Machine Learning,51,51.0,1,"📘 Feedback Report for Shaan Karnik (S003):

In *C101 - Python Basics*, your performance needs attention (latest score 43). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 45). We recommend practicing more on topics: numpy,pandas. You improved by -12 marks (-12.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 61), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 95). Great job! You improved by +4 marks (+4.0%) over 2 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S003,shaan.karnik@example.com,Shaan Karnik,Python Basics,43,43.0,1,"📘 Feedback Report for Shaan Karnik (S003):

In *C101 - Python Basics*, your performance needs attention (latest score 43). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 45). We recommend practicing more on topics: numpy,pandas. You improved by -12 marks (-12.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 61), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 95). Great job! You improved by +4 marks (+4.0%) over 2 attempts.","syntax,loops",Poor,Remedial: Python Basics Refresher
S004,pranay.buch@example.com,Pranay Buch,Computer Networks,40,34.666666666666664,3,"📘 Feedback Report for Pranay Buch (S004):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 87). Great job! You improved by -3 marks (-3.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 39). We recommend practicing more on topics: regression,classification. You improved by -17 marks (-17.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 93). Great job! You improved by -1 marks (-1.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 30). We recommend practicing more on topics: tcp,ip,routing. You improved by -10 marks (-10.0%) over 3 attempts.","tcp,ip,routing",Poor,Remedial: Computer Networks Refresher
S004,pranay.buch@example.com,Pranay Buch,Data Science,94,90.33333333333331,3,"📘 Feedback Report for Pranay Buch (S004):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 87). Great job! You improved by -3 marks (-3.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 39). We recommend practicing more on topics: regression,classification. You improved by -17 marks (-17.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 93). Great job! You improved by -1 marks (-1.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 30). We recommend practicing more on topics: tcp,ip,routing. You improved by -10 marks (-10.0%) over 3 attempts.","numpy,pandas",High,Mentorship Program (Become a Mentor)
S004,pranay.buch@example.com,Pranay Buch,Database Systems,94,91.0,3,"📘 Feedback Report for Pranay Buch (S004):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 87). Great job! You improved by -3 marks (-3.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 39). We recommend practicing more on topics: regression,classification. You improved by -17 marks (-17.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 93). Great job! You improved by -1 marks (-1.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 30). We recommend practicing more on topics: tcp,ip,routing. You improved by -10 marks (-10.0%) over 3 attempts.","sql,normalization",High,Mentorship Program (Become a Mentor)
S004,pranay.buch@example.com,Pranay Buch,Machine Learning,56,39.66666666666666,3,"📘 Feedback Report for Pranay Buch (S004):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 87). Great job! You improved by -3 marks (-3.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 39). We recommend practicing more on topics: regression,classification. You improved by -17 marks (-17.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 93). Great job! You improved by -1 marks (-1.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 30). We recommend practicing more on topics: tcp,ip,routing. You improved by -10 marks (-10.0%) over 3 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S004,pranay.buch@example.com,Pranay Buch,Python Basics,87,87.0,1,"📘 Feedback Report for Pranay Buch (S004):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 87). Great job! You improved by -3 marks (-3.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 39). We recommend practicing more on topics: regression,classification. You improved by -17 marks (-17.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 93). Great job! You improved by -1 marks (-1.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 30). We recommend practicing more on topics: tcp,ip,routing. You improved by -10 marks (-10.0%) over 3 attempts.","syntax,loops",High,Mentorship Program (Become a Mentor)
S005,jivin.gokhale@example.com,Jivin Gokhale,Computer Networks,67,60.5,2,"📘 Feedback Report for Jivin Gokhale (S005):

In *C101 - Python Basics*, your performance needs attention (latest score 28). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +17 marks (+17.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.","tcp,ip,routing",Medium,Advanced: Computer Networks Plus
S005,jivin.gokhale@example.com,Jivin Gokhale,Data Science,78,76.5,2,"📘 Feedback Report for Jivin Gokhale (S005):

In *C101 - Python Basics*, your performance needs attention (latest score 28). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +17 marks (+17.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.","numpy,pandas",Medium,Advanced: Data Science Plus
S005,jivin.gokhale@example.com,Jivin Gokhale,Database Systems,55,46.66666666666666,3,"📘 Feedback Report for Jivin Gokhale (S005):

In *C101 - Python Basics*, your performance needs attention (latest score 28). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +17 marks (+17.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.","sql,normalization",Poor,Remedial: Database Systems Refresher
S005,jivin.gokhale@example.com,Jivin Gokhale,Machine Learning,83,74.5,2,"📘 Feedback Report for Jivin Gokhale (S005):

In *C101 - Python Basics*, your performance needs attention (latest score 28). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +17 marks (+17.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.","regression,classification",High,Mentorship Program (Become a Mentor)
S005,jivin.gokhale@example.com,Jivin Gokhale,Python Basics,28,27.0,2,"📘 Feedback Report for Jivin Gokhale (S005):

In *C101 - Python Basics*, your performance needs attention (latest score 28). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +17 marks (+17.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.","syntax,loops",Poor,Remedial: Python Basics Refresher
S006,farhan.cheema@example.com,Farhan Cheema,Computer Networks,56,56.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","tcp,ip,routing",Poor,Remedial: Computer Networks Refresher
S006,farhan.cheema@example.com,Farhan Cheema,Data Science,43,43.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","numpy,pandas",Poor,Remedial: Data Science Refresher
S006,farhan.cheema@example.com,Farhan Cheema,Database Systems,30,30.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","sql,normalization",Poor,Remedial: Database Systems Refresher
S006,farhan.cheema@example.com,Farhan Cheema,Machine Learning,59,51.66666666666666,3,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","regression,classification",Poor,Remedial: Machine Learning Refresher
S006,farhan.cheema@example.com,Farhan Cheema,Python Basics,70,70.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","syntax,loops",Medium,Advanced: Python Basics Plus
S007,rania.ravi@example.com,Rania Ravi,Computer Networks,67,65.5,2,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","tcp,ip,routing",Medium,Advanced: Computer Networks Plus
S007,rania.ravi@example.com,Rania Ravi,Data Science,93,85.66666666666667,3,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","numpy,pandas",High,Mentorship Program (Become a Mentor)
S007,rania.ravi@example.com,Rania Ravi,Database Systems,35,34.5,2,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","sql,normalization",Poor,Remedial: Database Systems Refresher
