student_id,name,course_name,email,best_score,average_score,attempts,feedback,topic_tags,performance
S005,Jivin Gokhale,Machine Learning,jivin.gokhale@example.com,83,74.5,2,"📘 Feedback Report for Jivin Gokhale (S005):

In *C101 - Python Basics*, your performance needs attention (latest score 28). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +17 marks (+17.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.","regression,classification",High
S005,Jivin Gokhale,Python Basics,jivin.gokhale@example.com,28,27.0,2,"📘 Feedback Report for Jivin Gokhale (S005):

In *C101 - Python Basics*, your performance needs attention (latest score 28). We recommend practicing more on topics: syntax,loops. You improved by +2 marks (+2.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by +17 marks (+17.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.","syntax,loops",Poor
S006,Farhan Cheema,Computer Networks,farhan.cheema@example.com,56,56.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","tcp,ip,routing",Poor
S006,Farhan Cheema,Data Science,farhan.cheema@example.com,43,43.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","numpy,pandas",Poor
S006,Farhan Cheema,Database Systems,farhan.cheema@example.com,30,30.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","sql,normalization",Poor
S006,Farhan Cheema,Machine Learning,farhan.cheema@example.com,59,51.666666666666664,3,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","regression,classification",Poor
S006,Farhan Cheema,Python Basics,farhan.cheema@example.com,70,70.0,1,"📘 Feedback Report for Farhan Cheema (S006):

In *C101 - Python Basics*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 43). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 44). We recommend practicing more on topics: regression,classification. You improved by -15 marks (-15.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.","syntax,loops",Medium
S007,Rania Ravi,Computer Networks,rania.ravi@example.com,67,65.5,2,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","tcp,ip,routing",Medium
S007,Rania Ravi,Data Science,rania.ravi@example.com,93,85.66666666666667,3,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","numpy,pandas",High
S007,Rania Ravi,Database Systems,rania.ravi@example.com,35,34.5,2,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","sql,normalization",Poor
S007,Rania Ravi,Machine Learning,rania.ravi@example.com,95,91.0,3,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","regression,classification",High
S007,Rania Ravi,Python Basics,rania.ravi@example.com,62,62.0,1,"📘 Feedback Report for Rania Ravi (S007):

In *C101 - Python Basics*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by -6 marks (-6.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 34). We recommend practicing more on topics: sql,normalization. You improved by -1 marks (-1.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -3 marks (-3.0%) over 2 attempts.","syntax,loops",Medium
